ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD,OID,CIUDAD,vru,ksi,moto_ev,moto_vic
41,28,1,2019,22,6,30,1,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE GENERAL CARLOS SALAZAR,CALLE MEXICALI,,-97.51236,25.84672,,MATAMOROS,0,0,0,0
42,28,1,2019,22,19,5,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE QUINCE,CALLE MARIANO ABASOLO,,-97.51239,25.87964,,MATAMOROS,0,0,0,0
44,28,1,2019,22,9,40,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,62,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LICENCIADO EMILIO PORTES GIL,CALLE PIRÁMIDE TOLTECA,,-97.4938,25.84209,,MATAMOROS,0,0,0,0
46,28,1,2019,22,6,50,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,99,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA 12 DE MARZO,AVENIDA INGENIERO MARTE R. GÓMEZ,,-97.54634,25.82666,,MATAMOROS,0,1,0,0
47,28,1,2019,22,3,0,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ARROYO GRANDE,CALLE CAMINO DEL CARMEN,,-97.48557,25.87476,,MATAMOROS,0,0,0,0
48,28,1,2019,22,13,0,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,19,0,0,0,1,0,0,0,0,0,0,0,1,2,CALLE SINALOA,CALLE REYNOSA,,-97.5123,25.84381,,MATAMOROS,0,1,0,0
49,28,1,2019,22,16,46,2,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LICENCIADO MANUEL CAVAZOS LERMA,CALLE TERCERA,,-97.50102,25.85251,,MATAMOROS,0,0,0,0
50,28,1,2019,22,21,20,2,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LAURO VILLAR,CALLE JOSÉ ARRESE,,-97.49014,25.87161,,MATAMOROS,0,0,0,0
51,28,1,2019,22,20,45,3,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,61,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SEXTA,CALLE AGUSTÍN DE ITURBIDE,,-97.50502,25.88554,,MATAMOROS,0,0,0,0
53,28,1,2019,22,14,0,3,4,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE AGUA DURA,CALLE AGUAS TERRITORIALES,,-97.50267,25.84181,,MATAMOROS,0,0,0,0
54,28,1,2019,22,16,0,3,4,1,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,5,9,50,0,0,0,0,0,0,0,1,0,0,0,1,2,CALLE CONSTITUYENTES,CALLE PALMAS,,-97.55188,25.87348,,MATAMOROS,1,1,0,0
55,28,1,2019,22,18,20,3,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE TLÁLOC (PROLONGACIÓN TRES),PRIVADA CUAUHTÉMOC,,-97.5108,25.82852,,MATAMOROS,0,0,0,0
56,28,1,2019,22,23,3,3,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA INGENIERO MARTE R. GÓMEZ,CALLE PEDRO INFANTE,,-97.51935,25.82684,,MATAMOROS,0,0,0,0
58,28,1,2019,22,13,40,4,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SEXTA,CALLE HORACIO TERÁN,,-97.50422,25.87434,,MATAMOROS,0,0,0,0
59,28,1,2019,22,17,0,4,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,69,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE MELCHOR OCAMPO,CALLE CINCO,,-97.50316,25.87278,,MATAMOROS,0,0,0,0
60,28,1,2019,22,13,50,4,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,34,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA GENERAL ÁLVARO OBREGÓN,CALLE AMAPOLAS,,-97.50289,25.88797,,MATAMOROS,0,1,0,0
61,28,1,2019,22,8,20,4,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LEYES DE REFORMA,CALLE RIGO TOVAR,,-97.52112,25.87661,,MATAMOROS,0,0,0,0
62,28,1,2019,22,14,10,4,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE TRECE,CALLE CALIXTO DE AYALA,,-97.50858,25.86613,,MATAMOROS,0,0,0,0
63,28,1,2019,22,19,30,5,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA BRISAS DEL VALLE,CALLE PUERTO LORETO SUR,,-97.56194,25.85086,,MATAMOROS,0,0,0,0
65,28,1,2019,22,12,45,5,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,79,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LAURO VILLAR,CALLE MACEDONIO CAPISTRÁN,,-97.47022,25.85703,,MATAMOROS,0,0,0,0
66,28,1,2019,22,3,0,5,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA GENERAL FRANCISCO VILLA,CALLE JUAN JOSÉ SOLERNAU,,-97.48814,25.85833,,MATAMOROS,0,0,0,0
67,28,1,2019,22,8,0,5,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,76,0,0,0,1,0,0,0,0,0,0,0,1,2,CALLE DIAGONAL CUAUHTÉMOC,CALLE CATORCE,,-97.51067,25.87452,,MATAMOROS,0,1,0,0
68,28,1,2019,22,4,0,5,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,99,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DIECISÉIS,CALLE PROFESOR ROMERO,,-97.51297,25.86624,,MATAMOROS,0,0,0,0
69,28,1,2019,22,0,1,5,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AVENIDA DE LAS ROSAS,CALLE DOS,,-97.50131,25.89155,,MATAMOROS,0,0,0,0
71,28,1,2019,22,9,10,6,7,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SEXTA,CALLE HORACIO TERÁN,,-97.50422,25.87434,,MATAMOROS,0,0,0,0
72,28,1,2019,22,3,40,6,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,18,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,CALLE LONGORIA,,-97.50631,25.84893,,MATAMOROS,0,1,0,0
73,28,1,2019,22,10,30,6,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,49,0,1,0,0,0,0,0,0,0,0,0,1,2,BOULEVARD LICENCIADO EMILIO PORTES GIL,CALLE JOSÉ MEJÍA,,-97.49901,25.8343,,MATAMOROS,0,1,0,0
74,28,1,2019,22,3,0,6,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA PASEO DE LAS PALMAS,CALLE PALMA SOLA,,-97.54767,25.8396,,MATAMOROS,0,1,0,0
75,28,1,2019,22,21,20,6,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LICENCIADO ALBINO HERNÁNDEZ,PROLONGACIÓN CALIXTO DE AYALA,,-97.51825,25.8709,,MATAMOROS,0,0,0,0
76,28,1,2019,22,14,0,6,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE JORGE NEGRETE,CALLE JOAQUÍN PARDAVÉ,,-97.5186,25.82373,,MATAMOROS,0,0,0,0
80,28,1,2019,22,10,30,6,7,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LICENCIADO EMILIO PORTES GIL,CALLE JOSÉ MEJÍA,,-97.49901,25.8343,,MATAMOROS,0,0,0,0
81,28,1,2019,22,4,30,6,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),AVENIDA 12 DE MARZO PONIENTE,,-97.53919,25.87265,,MATAMOROS,0,0,0,0
82,28,1,2019,22,21,20,7,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 18 DE JULIO,CALLE VENUSTIANO CARRANZA,,-97.49743,25.85841,,MATAMOROS,0,0,0,0
83,28,1,2019,22,0,9,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE TERCERA,CALLE SALVADOR DÍAZ MIRÓN,,-97.50117,25.86077,,MATAMOROS,0,0,0,0
86,28,1,2019,22,12,30,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,74,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),CALLE 6,,-97.56702,25.86648,,MATAMOROS,0,0,0,0
87,28,1,2019,22,22,55,8,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,CALLE TEXCOCO,,-97.51276,25.82707,,MATAMOROS,0,0,0,0
89,28,1,2019,22,10,40,9,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE VIRGILIO GARZA RUÍZ,CALLE MEXICALI,,-97.52518,25.85114,,MATAMOROS,0,0,0,0
93,28,1,2019,22,15,58,10,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,28,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE 29,CALLE LEYES DE REFORMA,,-97.52606,25.86252,,MATAMOROS,0,1,0,0
94,28,1,2019,22,13,40,10,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DE LOS PALMARES,AVENIDA 12 DE MARZO,,-97.54127,25.83648,,MATAMOROS,0,0,0,0
95,28,1,2019,22,13,0,10,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,2,5,9,99,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),CALLE MÉXICO,,-97.54966,25.87033,,MATAMOROS,0,0,0,0
96,28,1,2019,22,4,30,10,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DOCE,CALLE TOLEDO,,-97.50875,25.86424,,MATAMOROS,0,0,0,0
98,28,1,2019,22,12,30,11,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE GENERAL FRANCISCO VILLA,CALLE JUAN B. GARCÍA,,-97.48837,25.85732,,MATAMOROS,0,0,0,0
100,28,1,2019,22,8,0,11,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,99,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE CONSTITUYENTES,CALLE TACUBAYA,,-97.55061,25.87202,,MATAMOROS,0,0,0,0
101,28,1,2019,22,5,45,11,5,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD CASA BLANCA,AVENIDA 12 DE MARZO PONIENTE,,-97.53016,25.85866,,MATAMOROS,0,0,1,0
103,28,1,2019,22,8,30,12,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SENDERO DE LAS PALMAS,AVENIDA PASEO DE LOS PALMARES,,-97.55811,25.84274,,MATAMOROS,0,0,0,0
104,28,1,2019,22,6,0,12,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE JOSEFA ORTIZ DE DOMÍNGUEZ,CALLE DECLARACIÓN DE PRINCIPIOS,,-97.47953,25.83737,,MATAMOROS,0,0,0,0
106,28,1,2019,22,8,0,12,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NARANJO,CALLE MEXICALI,,-97.52072,25.84954,,MATAMOROS,0,0,0,0
107,28,1,2019,22,19,10,12,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,69,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE PAVORREAL,CALLE MIGUEL HIDALGO Y COSTILLA,,-97.47545,25.83402,,MATAMOROS,0,0,0,0
108,28,1,2019,22,15,0,12,6,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE VIRGILIO GARZA RUÍZ,CALLE NUEVO LAREDO,,-97.5284,25.846,,MATAMOROS,0,0,0,0
111,28,1,2019,22,21,59,12,6,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,55,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DIVISIÓN DEL NORTE,CALLE REPÚBLICA DE CUBA,,-97.49458,25.8754,,MATAMOROS,0,0,0,0
116,28,1,2019,22,10,30,13,7,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),CALLE MICHOACÁN,,-97.55014,25.87023,,MATAMOROS,0,0,0,0
118,28,1,2019,22,5,40,13,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LAURO VILLAR,CALLE TEOTIHUACÁN,,-97.45183,25.84348,,MATAMOROS,0,0,0,0
119,28,1,2019,22,0,30,13,7,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE VALLE DE FERNANDA,CALLE VALLE DEL PARQUE,,-97.53686,25.85311,,MATAMOROS,0,0,0,0
120,28,1,2019,22,3,0,13,7,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LAURO VILLAR,CALLE MACEDONIO CAPISTRÁN,,-97.47022,25.85703,,MATAMOROS,0,0,0,0
121,28,1,2019,22,0,1,14,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LICENCIADO MANUEL CAVAZOS LERMA,CALLE NARANJO,,-97.51612,25.85905,,MATAMOROS,0,0,0,0
123,28,1,2019,22,12,10,14,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DIAGONAL CUAUHTÉMOC,CALLE OCHO,,-97.50554,25.87174,,MATAMOROS,0,0,0,0
124,28,1,2019,22,17,40,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LAURO VILLAR,CALLE EFRAÍN RUÍZ,,-97.47502,25.86053,,MATAMOROS,0,0,0,0
125,28,1,2019,22,5,34,15,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE GENERAL LÁZARO CÁRDENAS,CALLE SOLIDARIDAD,,-97.48374,25.84796,,MATAMOROS,0,0,0,0
127,28,1,2019,22,8,0,15,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ONCE,CALLE MARIANO MATAMOROS,,-97.5092,25.88122,,MATAMOROS,0,0,0,0
128,28,1,2019,22,8,0,15,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE PLAN DE AYUTLA,CALLE SALVADOR DÍAZ MIRÓN,,-97.50611,25.86146,,MATAMOROS,0,0,0,0
129,28,1,2019,22,7,30,15,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,PUERTO RICO,ISABEL LA CATOLICA,,-97.53001,25.8526,,MATAMOROS,0,0,0,0
130,28,1,2019,22,20,35,15,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,5,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE TERCERA,CALLE CANALES,,-97.50143,25.87119,,MATAMOROS,0,0,0,0
131,28,1,2019,22,8,0,15,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NARANJO,CALLE MEXICALI,,-97.52072,25.84954,,MATAMOROS,0,0,0,0
136,28,1,2019,22,11,40,16,3,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,79,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DIECISÉIS,CALLE JOSÉ MARÍA MORELOS Y PAVÓN,,-97.51291,25.8776,,MATAMOROS,0,0,0,0
139,28,1,2019,22,17,40,17,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD CASA BLANCA,CALLE MONTES CLAROS,,-97.53222,25.85872,,MATAMOROS,0,0,0,0
141,28,1,2019,22,20,10,18,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,58,0,0,0,1,0,0,0,0,0,0,0,1,2,CALLE DIVISIÓN DEL NORTE,PROLONGACIÓN GENERAL FRANCISCO VILLA,,-97.48145,25.86839,,MATAMOROS,0,1,0,0
142,28,1,2019,22,17,22,18,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,CALLE 5 DE FEBRERO,,-97.50743,25.84409,,MATAMOROS,0,0,0,0
143,28,1,2019,22,13,0,18,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,77,0,0,0,1,0,0,0,0,0,0,0,1,2,CALLE SEXTA,CALLE JUNCO DE LA VEGA,,-97.50481,25.85515,,MATAMOROS,0,1,0,0
144,28,1,2019,22,16,30,18,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,AVENIDA INGENIERO MARTE R. GÓMEZ,,-97.514,25.82427,,MATAMOROS,0,0,0,0
145,28,1,2019,22,12,10,18,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,AVENIDA INGENIERO MARTE R. GÓMEZ,,-97.514,25.82427,,MATAMOROS,0,0,0,0
146,28,1,2019,22,8,0,18,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PEDRO CÁRDENAS GUTIÉRREZ,CALLE LONGORIA,,-97.50631,25.84893,,MATAMOROS,0,0,0,0
147,28,1,2019,22,21,45,18,5,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,9,36,0,0,0,0,0,0,0,1,0,0,0,1,2,CALLE LAGUNA DE LAS BRISAS,CALLE LAGUNA DE SAN JORGE,,-97.55965,25.85832,,MATAMOROS,1,1,0,0
148,28,1,2019,22,8,0,18,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LEYES DE REFORMA,CALLE RIGO TOVAR,,-97.52112,25.87661,,MATAMOROS,0,0,0,0
149,28,1,2019,22,18,40,19,6,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,49,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE JOAQUÍN PARDAVÉ,CALLE AMIGO,,-97.53722,25.82369,,MATAMOROS,0,0,1,0
150,28,1,2019,22,14,45,19,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SAUTO,CALLE SEXTA,,-97.5052,25.85351,,MATAMOROS,0,0,0,0
151,28,1,2019,22,16,0,19,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),AVENIDA LAS BRISAS,,-97.55881,25.86821,,MATAMOROS,0,0,0,0
152,28,1,2019,22,20,20,19,6,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,99,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE JESÚS URQUIZA,CALLE FERNANDO PÉREZ ARAUJO,,-97.49761,25.82664,,MATAMOROS,0,0,0,0
153,28,1,2019,22,22,15,19,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,49,0,0,0,0,0,1,0,0,0,0,0,1,2,AVENIDA INGENIERO MARTE R. GÓMEZ,CALLE TERCERA,,-97.50539,25.82367,,MATAMOROS,1,1,0,0
154,28,1,2019,22,11,20,20,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SEXTA,CALLE HORACIO TERÁN,,-97.50422,25.87434,,MATAMOROS,0,0,0,0
155,28,1,2019,22,4,50,20,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AVENIDA DEL SABER,CALLE JOSÉ SILVA,,-97.52737,25.87115,,MATAMOROS,0,0,0,0
156,28,1,2019,22,18,40,20,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LIBRAMIENTO LICENCIADO EMILIO PORTES GIL,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),,-97.57722,25.86421,,MATAMOROS,0,0,0,0
157,28,1,2019,22,12,0,20,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE CINCO,CALLE INDEPENDENCIA,,-97.50347,25.87787,,MATAMOROS,0,0,0,0
158,28,1,2019,22,3,30,20,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PROLONGACION 18,ANTONIO LEMUS,,-97.52061,25.8352,,MATAMOROS,0,0,0,0
160,28,1,2019,22,6,0,20,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SEXTA,CALLE LAGUNA DE SANTA MARÍA,,-97.5038,25.86815,,MATAMOROS,0,0,0,0
162,28,1,2019,22,7,40,21,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),AVENIDA RIGO TOVAR,,-97.52404,25.876,,MATAMOROS,0,0,0,0
163,28,1,2019,22,7,40,21,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD CASA BLANCA,CALLE CONSTITUYENTES,,-97.53915,25.85879,,MATAMOROS,0,0,0,0
164,28,1,2019,22,13,0,21,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,CARRETERA ESTATAL NÚMERO 6 (SENDERO NACIONAL),CALLE CONSTITUYENTES,,-97.54921,25.87042,,MATAMOROS,0,0,0,0
166,28,1,2019,22,8,40,21,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DIEZ,CALLE HERRERA,,-97.50905,25.88397,,MATAMOROS,0,0,0,0
