SINIESTRO,LAT,LON,TIPOVEH,ANIO,MES,HORA,ESTADO,CIUDAD,_archivo,lat,lon,tipoveh,moto
4989234,25.8727706,-97.5032208,Auto,2019,ENERO,19,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8727706,-97.5032208,AUTO,False
4991344,25.8459714,-97.4914501,Auto,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8459714,-97.4914501,AUTO,False
4992179,25.8653922,-97.5024804,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8653922,-97.5024804,AUTO,False
4993006,25.8794952,-97.5055728,Auto,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8794952,-97.5055728,AUTO,False
4993927,0,0,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
4994017,25.8732814,-97.4749843,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8732814,-97.4749843,AUTO,False
4995745,25.8577131,-97.507465,Auto,2019,ENERO,9,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8577131,-97.507465,AUTO,False
4996555,25.8623444,-97.4781408,Auto,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8623444,-97.4781408,AUTO,False
4997010,25.8871395,-97.5458471,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8871395,-97.5458471,AUTO,False
4999066,25.8712089,-97.490484,Auto,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8712089,-97.490484,AUTO,False
5000905,25.818431,-97.5168096,Camión,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.818431,-97.5168096,CAMION,False
5001135,25.8468623,-97.4622819,Camión,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8468623,-97.4622819,CAMION,False
5002089,25.8658869,-97.5051916,Cami?n,2019,ENERO,10,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8658869,-97.5051916,CAMI?N,False
5002512,25.8704295,-97.5492482,Auto,2019,ENERO,13,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8704295,-97.5492482,AUTO,False
5003354,25.8603921,-97.4764145,Auto,2019,ENERO,21,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8603921,-97.4764145,AUTO,False
5003473,25.8732814,-97.4749843,Auto,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8732814,-97.4749843,AUTO,False
5003565,25.8784707,-97.5206985,Camión,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8784707,-97.5206985,CAMION,False
5003982,25.8645994,-97.4896351,Auto,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8645994,-97.4896351,AUTO,False
5004750,25.6639666,-97.8756415,Auto,2019,ENERO,16,TAMAULIPAS,TAMPICO,incidentes_viales_2019_axa.csv,25.6639666,-97.8756415,AUTO,False
5005028,25.8434271,-97.5013038,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8434271,-97.5013038,AUTO,False
5005036,25.8634676,-97.4715432,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8634676,-97.4715432,AUTO,False
5005235,25.8819746,-97.5055901,Auto,2019,ENERO,22,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8819746,-97.5055901,AUTO,False
5005340,25.8301681,-97.4877086,Auto,2019,ENERO,2,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8301681,-97.4877086,AUTO,False
5005660,25.799021,-97.508312,Camión Ligero,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.799021,-97.508312,CAMION LIGERO,False
5006024,25.8341046,-97.4755237,Camión Ligero,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8341046,-97.4755237,CAMION LIGERO,False
5006347,25.8732814,-97.4749843,Camión Ligero,2019,ENERO,19,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8732814,-97.4749843,CAMION LIGERO,False
4997238,0,0,Auto,2019,ENERO,10,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5009979,25.8342593,-97.5137497,Auto,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8342593,-97.5137497,AUTO,False
5009998,25.8603728,-97.499078,Camión,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8603728,-97.499078,CAMION,False
5010029,25.8406812,-97.4357386,Camión,2019,ENERO,13,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8406812,-97.4357386,CAMION,False
5006962,25.8794746,-97.5133247,Camión,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8794746,-97.5133247,CAMION,False
5010555,25.8483994,-97.5015515,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8483994,-97.5015515,AUTO,False
5010862,25.8752825,-97.5121389,Auto,2019,ENERO,20,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8752825,-97.5121389,AUTO,False
5011907,25.891709,-97.4991607,Auto,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.891709,-97.4991607,AUTO,False
5012161,25.8455921,-97.4550494,Camión,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8455921,-97.4550494,CAMION,False
5012162,0,0,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5012398,25.8798975,-97.4888579,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8798975,-97.4888579,AUTO,False
5013181,25.8504934,-97.5107909,Auto,2019,ENERO,10,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8504934,-97.5107909,AUTO,False
5013899,25.8656104,-97.5024144,Auto,2019,ENERO,16,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8656104,-97.5024144,AUTO,False
5014076,25.8586323,-97.532209,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8586323,-97.532209,AUTO,False
5014977,25.867141,-97.483814,Auto,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.867141,-97.483814,AUTO,False
5015591,25.8827993,-97.5101264,Camión Ligero,2019,ENERO,15,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8827993,-97.5101264,CAMION LIGERO,False
5016853,0,0,Auto,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5016991,25.8449355,-97.5281306,Auto,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8449355,-97.5281306,AUTO,False
5019731,25.872461,-97.4894945,Auto,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.872461,-97.4894945,AUTO,False
5014896,25.8703563,-97.5494738,Camión,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8703563,-97.5494738,CAMION,False
5020006,25.8526653,-97.5010793,Camión,2019,ENERO,19,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8526653,-97.5010793,CAMION,False
5020774,25.8732814,-97.4749843,Auto,2019,ENERO,10,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8732814,-97.4749843,AUTO,False
5020933,25.8737775,-97.5338642,Auto,2019,ENERO,12,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8737775,-97.5338642,AUTO,False
5021638,0,0,Auto,2019,ENERO,16,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5020238,25.8511608,-97.5038187,Auto,2019,ENERO,18,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8511608,-97.5038187,AUTO,False
5023306,0,0,Auto,2019,ENERO,16,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5025121,25.8799194,-97.5046158,Auto,2019,ENERO,15,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8799194,-97.5046158,AUTO,False
5025147,25.8703088,-97.5494574,Camión,2019,ENERO,16,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8703088,-97.5494574,CAMION,False
5025416,25.866355,-97.477702,Auto,2019,ENERO,20,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.866355,-97.477702,AUTO,False
5025879,25.8810059,-97.5185333,Auto,2019,ENERO,10,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8810059,-97.5185333,AUTO,False
5029453,25.8558793,-97.4599121,Auto,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8558793,-97.4599121,AUTO,False
5029845,25.8715709,-97.4902158,Auto,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8715709,-97.4902158,AUTO,False
5030420,25.8668406,-97.4686067,Auto,2019,ENERO,15,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8668406,-97.4686067,AUTO,False
5031192,25.8505604,-97.5331373,Camión Ligero,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8505604,-97.5331373,CAMION LIGERO,False
5031744,25.8597422,-97.4767156,Camión Ligero,2019,ENERO,11,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8597422,-97.4767156,CAMION LIGERO,False
5032001,25.8459882,-97.4786574,Camión,2019,ENERO,13,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8459882,-97.4786574,CAMION,False
5032212,25.8579473,-97.5145726,Camión,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8579473,-97.5145726,CAMION,False
5032481,25.8404554,-97.4833788,Camión,2019,ENERO,17,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8404554,-97.4833788,CAMION,False
5035006,25.8712074,-97.4996259,Auto,2019,ENERO,7,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8712074,-97.4996259,AUTO,False
5034991,25.8755547,-97.5414454,Auto,2019,ENERO,8,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8755547,-97.5414454,AUTO,False
5035096,25.8514128,-97.5257689,Camión Ligero,2019,ENERO,9,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8514128,-97.5257689,CAMION LIGERO,False
5035841,25.8406812,-97.4357386,Camión,2019,ENERO,14,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8406812,-97.4357386,CAMION,False
5033871,25.8388534,-97.5085356,Camión,2019,ENERO,19,TAMAULIPAS,MATAMOROS,incidentes_viales_2019_axa.csv,25.8388534,-97.5085356,CAMION,False
5026832,25.8246178,-100.2630292,Auto,2019,ENERO,18,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,25.8246178,-100.2630292,AUTO,False
4989814,27.4863475,-99.5016523,Auto,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4863475,-99.5016523,AUTO,False
4989881,27.4779087,-99.5416593,Cami?n,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4779087,-99.5416593,CAMI?N,False
4990495,27.5955118,-99.5416783,Auto,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5955118,-99.5416783,AUTO,False
4989321,27.5683358,-99.5875223,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5683358,-99.5875223,CAMION,False
4991076,27.4809407,-99.5270624,Auto,2019,ENERO,8,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4809407,-99.5270624,AUTO,False
4992180,27.4967257,-99.5083766,Auto,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4967257,-99.5083766,AUTO,False
4992301,27.4009989,-99.5486929,Cami?n Ligero,2019,ENERO,18,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4009989,-99.5486929,CAMI?N LIGERO,False
4994329,27.4171954,-99.5423398,Cami?n,2019,ENERO,22,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4171954,-99.5423398,CAMI?N,False
4994682,27.4758106,-99.5776476,Camión,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4758106,-99.5776476,CAMION,False
4994945,27.4798315,-99.5037726,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4798315,-99.5037726,AUTO,False
4995957,27.4680601,-99.51483,Auto,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4680601,-99.51483,AUTO,False
4997370,27.4525488,-99.5653633,Cami?n,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4525488,-99.5653633,CAMI?N,False
4997949,27.422341,-99.5335695,Camión,2019,ENERO,22,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.422341,-99.5335695,CAMION,False
5000258,27.4305514,-99.5314922,Camión Ligero,2019,ENERO,9,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4305514,-99.5314922,CAMION LIGERO,False
5000743,0,0,Auto,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5001711,27.5959441,-99.5405445,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5959441,-99.5405445,CAMION,False
5001723,27.4819125,-99.4967922,Motocicleta,2019,ENERO,21,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4819125,-99.4967922,MOTOCICLETA,True
4997086,27.4910911,-99.559389,Auto,2019,ENERO,22,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4910911,-99.559389,AUTO,False
5002082,27.498062,-99.5072434,Auto,2019,ENERO,9,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.498062,-99.5072434,AUTO,False
5002268,27.4867071,-99.5187119,Auto,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4867071,-99.5187119,AUTO,False
5004296,27.4866297,-99.5098002,Auto,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4866297,-99.5098002,AUTO,False
5004784,27.189635,-99.6579802,Camión,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.189635,-99.6579802,CAMION,False
5005408,27.4247774,-99.5485119,Auto,2019,ENERO,8,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4247774,-99.5485119,AUTO,False
5005836,27.4348309,-99.5158003,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4348309,-99.5158003,AUTO,False
5008141,27.4760891,-99.5417347,Cami?n Ligero,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4760891,-99.5417347,CAMI?N LIGERO,False
5008251,27.5000404,-99.5544866,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5000404,-99.5544866,AUTO,False
5009401,27.3905943,-99.5517024,Camión,2019,ENERO,9,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3905943,-99.5517024,CAMION,False
5009764,27.420831,-99.534246,Cami?n,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.420831,-99.534246,CAMI?N,False
5010501,27.548288,-99.609589,Camión,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.548288,-99.609589,CAMION,False
5011200,27.4698761,-99.5077849,Auto,2019,ENERO,8,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4698761,-99.5077849,AUTO,False
5011309,27.4665844,-99.5058123,Auto,2019,ENERO,8,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4665844,-99.5058123,AUTO,False
5011482,27.4258448,-99.5295348,Auto,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4258448,-99.5295348,AUTO,False
5011880,27.4590191,-99.5048383,Auto,2019,ENERO,14,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4590191,-99.5048383,AUTO,False
5012340,27.5742612,-99.5974495,Camión,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5742612,-99.5974495,CAMION,False
5013987,27.429181,-99.5507859,Camión,2019,ENERO,16,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.429181,-99.5507859,CAMION,False
5014225,27.5902662,-99.6343362,Camión,2019,ENERO,19,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5902662,-99.6343362,CAMION,False
5014460,27.4570838,-99.5085761,Auto,2019,ENERO,8,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4570838,-99.5085761,AUTO,False
5014927,27.4801858,-99.5496394,Auto,2019,ENERO,10,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4801858,-99.5496394,AUTO,False
5015336,27.4958752,-99.5080767,Camión,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4958752,-99.5080767,CAMION,False
5015380,27.4768566,-99.5153484,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4768566,-99.5153484,AUTO,False
5015743,0,0,Auto,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5016052,27.5745396,-99.5969527,Camión,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5745396,-99.5969527,CAMION,False
5015135,0,0,Camión,2019,ENERO,19,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,CAMION,False
5016281,27.4819569,-99.531769,Camión,2019,ENERO,21,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4819569,-99.531769,CAMION,False
5018151,27.4789795,-99.5405334,Auto,2019,ENERO,17,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4789795,-99.5405334,AUTO,False
5019624,27.5004725,-99.5662183,Camión,2019,ENERO,16,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5004725,-99.5662183,CAMION,False
5019832,27.4333095,-99.555783,Camión,2019,ENERO,18,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4333095,-99.555783,CAMION,False
5020085,27.4480234,-99.5154171,Auto,2019,ENERO,22,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4480234,-99.5154171,AUTO,False
5021913,27.4269375,-99.5463125,Auto,2019,ENERO,18,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4269375,-99.5463125,AUTO,False
5021784,27.4291229,-99.5512958,Camión,2019,ENERO,19,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4291229,-99.5512958,CAMION,False
5022140,27.3777108,-99.5575649,Camión,2019,ENERO,22,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3777108,-99.5575649,CAMION,False
5022155,27.2971357,-99.6004471,Camión,2019,ENERO,0,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.2971357,-99.6004471,CAMION,False
5022156,27.4350913,-99.6427945,Camión,2019,ENERO,0,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4350913,-99.6427945,CAMION,False
5022074,0,0,Camión,2019,ENERO,3,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,CAMION,False
5022609,27.4215649,-99.5334078,Auto,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4215649,-99.5334078,AUTO,False
5022695,27.3246653,-99.5772224,Camión,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3246653,-99.5772224,CAMION,False
5023133,27.4498913,-99.6387167,Camión,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4498913,-99.6387167,CAMION,False
5024574,27.4921447,-99.5303059,Camión,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4921447,-99.5303059,CAMION,False
5024873,27.4605552,-99.5211451,Camión,2019,ENERO,14,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4605552,-99.5211451,CAMION,False
5024787,27.4270681,-99.5101442,Auto,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4270681,-99.5101442,AUTO,False
5025164,0,0,Auto,2019,ENERO,16,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,0.0,0.0,AUTO,False
5026080,27.4819125,-99.4967922,Motocicleta,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4819125,-99.4967922,MOTOCICLETA,True
5026344,27.4362063,-99.6424288,Camión,2019,ENERO,14,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4362063,-99.6424288,CAMION,False
5026837,27.3702424,-99.5608673,Camión,2019,ENERO,18,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3702424,-99.5608673,CAMION,False
5026969,27.4255906,-99.5356901,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4255906,-99.5356901,CAMION,False
5027019,27.4255906,-99.5356901,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4255906,-99.5356901,CAMION,False
5026983,27.4337216,-99.551165,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4337216,-99.551165,CAMION,False
5028918,27.3810053,-99.5553461,Camión,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3810053,-99.5553461,CAMION,False
5031679,27.4558854,-99.501698,Auto,2019,ENERO,11,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4558854,-99.501698,AUTO,False
5032031,27.47705,-99.5103887,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.47705,-99.5103887,AUTO,False
5032258,27.4551179,-99.5023934,Auto,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4551179,-99.5023934,AUTO,False
5032730,27.2831342,-99.6084237,Camión,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.2831342,-99.6084237,CAMION,False
5033237,27.4709362,-99.5077612,Auto,2019,ENERO,10,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4709362,-99.5077612,AUTO,False
5033743,27.5940919,-99.5448008,Camión,2019,ENERO,12,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5940919,-99.5448008,CAMION,False
5033969,27.4395373,-99.4983358,Auto,2019,ENERO,13,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4395373,-99.4983358,AUTO,False
5034692,27.5155555,-99.5647299,Auto,2019,ENERO,19,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.5155555,-99.5647299,AUTO,False
5034790,27.595414,-99.5448833,Camión Ligero,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.595414,-99.5448833,CAMION LIGERO,False
5033851,27.3131752,-99.5921091,Camión Ligero,2019,ENERO,15,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.3131752,-99.5921091,CAMION LIGERO,False
5036587,27.4392161,-99.4984094,Auto,2019,ENERO,20,TAMAULIPAS,NUEVO LAREDO,incidentes_viales_2019_axa.csv,27.4392161,-99.4984094,AUTO,False
4989059,26.0604742,-98.2989643,Auto,2019,ENERO,15,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0604742,-98.2989643,AUTO,False
4989154,25.9316784,-98.260762,Auto,2019,ENERO,21,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,25.9316784,-98.260762,AUTO,False
4989708,26.0390391,-98.2819402,Auto,2019,ENERO,10,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0390391,-98.2819402,AUTO,False
4990167,26.0601813,-98.3725598,Camión,2019,ENERO,14,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0601813,-98.3725598,CAMION,False
4990392,26.043699,-98.3665846,Camión,2019,ENERO,16,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.043699,-98.3665846,CAMION,False
4990446,26.0394009,-98.2093453,Camión,2019,ENERO,16,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0394009,-98.2093453,CAMION,False
4992113,26.0599437,-98.3587197,Auto,2019,ENERO,16,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0599437,-98.3587197,AUTO,False
4992609,26.0665387,-98.2971004,Auto,2019,ENERO,21,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0665387,-98.2971004,AUTO,False
4993267,26.078285,-98.3596828,Auto,2019,ENERO,12,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.078285,-98.3596828,AUTO,False
4993010,26.0876371,-98.2910908,Auto,2019,ENERO,15,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0876371,-98.2910908,AUTO,False
4993887,26.0496013,-98.2647784,Camión,2019,ENERO,16,TAMAULIPAS,REYNOSA,incidentes_viales_2019_axa.csv,26.0496013,-98.2647784,CAMION,False
