,axa,axa_moto,atus_ksi,atus_vru,atus_moto,fis_hom
8a456da00007fff,2.0,0.0,1.0,1.0,0.0,0.0
8a456da00017fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00037fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00077fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da000b7fff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00117fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00157fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00177fff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00187fff,2.0,0.0,0.0,0.0,0.0,1.0
8a456da0018ffff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00197fff,2.0,0.0,0.0,0.0,0.0,0.0
8a456da001a7fff,2.0,0.0,0.0,0.0,0.0,0.0
8a456da001affff,3.0,0.0,0.0,0.0,0.0,0.0
8a456da001b7fff,3.0,0.0,0.0,0.0,0.0,0.0
8a456da0042ffff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00447fff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00557fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da0055ffff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da0056ffff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00737fff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00c07fff,2.0,0.0,0.0,0.0,0.0,0.0
8a456da00c27fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00c47fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00c4ffff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00c57fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00c5ffff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00c67fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00ccffff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00ce7fff,0.0,0.0,0.0,0.0,0.0,0.0
8a456da00d07fff,0.0,0.0,1.0,1.0,0.0,0.0
8a456da00d17fff,0.0,0.0,1.0,1.0,0.0,0.0
8a456da00d1ffff,0.0,0.0,2.0,0.0,2.0,1.0
8a456da00d37fff,3.0,0.0,5.0,0.0,0.0,0.0
8a456da00da7fff,1.0,0.0,0.0,0.0,0.0,0.0
8a456da00db7fff,0.0,0.0,1.0,0.0,0.0,0.0
8a456da018a7fff,0.0,0.0,0.0,0.0,0.0,1.0
8a456da039a7fff,1.0,0.0,0.0,0.0,0.0,0.0
