,axa,axa_moto,atus_ksi,atus_vru,atus_moto,fis_hom
894880d8067ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d806fffff,2.0,0.0,2.0,0.0,0.0,1.0
894880d8077ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d807bffff,0.0,0.0,1.0,1.0,0.0,0.0
894880d8083ffff,10.0,0.0,0.0,0.0,0.0,0.0
894880d8087ffff,4.0,0.0,1.0,0.0,0.0,0.0
894880d808bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d808fffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d8093ffff,5.0,0.0,1.0,0.0,1.0,0.0
894880d8097ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d809bffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d80a3ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d80a7ffff,11.0,0.0,11.0,0.0,1.0,0.0
894880d80abffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d80afffff,8.0,0.0,2.0,1.0,0.0,0.0
894880d80b3ffff,3.0,0.0,3.0,0.0,2.0,2.0
894880d80b7ffff,9.0,0.0,2.0,0.0,0.0,0.0
894880d80bbffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d80c7ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d80d7ffff,4.0,0.0,5.0,0.0,0.0,2.0
894880d8103ffff,12.0,0.0,4.0,1.0,0.0,1.0
894880d8107ffff,4.0,0.0,1.0,0.0,0.0,0.0
894880d810bffff,8.0,0.0,3.0,1.0,2.0,1.0
894880d810fffff,8.0,0.0,0.0,0.0,0.0,0.0
894880d8113ffff,13.0,0.0,4.0,1.0,0.0,1.0
894880d8117ffff,9.0,0.0,0.0,0.0,0.0,0.0
894880d811bffff,9.0,0.0,3.0,1.0,0.0,0.0
894880d8133ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880d813bffff,4.0,0.0,2.0,0.0,1.0,0.0
894880d8143ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d8147ffff,6.0,0.0,5.0,2.0,0.0,2.0
894880d814bffff,5.0,0.0,1.0,1.0,0.0,0.0
894880d814fffff,5.0,0.0,3.0,0.0,2.0,1.0
894880d8153ffff,11.0,0.0,6.0,1.0,0.0,0.0
894880d8157ffff,5.0,0.0,9.0,0.0,0.0,0.0
894880d815bffff,2.0,0.0,2.0,0.0,0.0,1.0
894880d8163ffff,7.0,0.0,3.0,0.0,0.0,0.0
894880d816bffff,11.0,0.0,0.0,0.0,0.0,0.0
894880d8173ffff,14.0,1.0,1.0,0.0,0.0,10.0
894880d8177ffff,16.0,0.0,3.0,1.0,0.0,0.0
894880d817bffff,19.0,0.0,0.0,0.0,0.0,0.0
894880d8183ffff,7.0,0.0,1.0,0.0,1.0,0.0
894880d8187ffff,14.0,0.0,5.0,1.0,2.0,0.0
894880d818bffff,9.0,0.0,2.0,1.0,0.0,0.0
894880d818fffff,7.0,0.0,3.0,0.0,1.0,0.0
894880d8193ffff,6.0,0.0,1.0,0.0,1.0,0.0
894880d8197ffff,17.0,0.0,5.0,0.0,0.0,0.0
894880d819bffff,10.0,0.0,12.0,0.0,0.0,1.0
894880d81a3ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d81a7ffff,7.0,0.0,3.0,2.0,1.0,1.0
894880d81abffff,7.0,0.0,2.0,0.0,0.0,0.0
894880d81afffff,4.0,0.0,2.0,1.0,0.0,0.0
894880d81b3ffff,1.0,0.0,1.0,0.0,0.0,0.0
894880d81b7ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d81bbffff,4.0,0.0,6.0,0.0,0.0,1.0
894880d81c3ffff,15.0,0.0,4.0,2.0,0.0,2.0
894880d81c7ffff,13.0,1.0,7.0,0.0,0.0,0.0
894880d81cbffff,8.0,0.0,13.0,1.0,0.0,0.0
894880d81cfffff,14.0,0.0,9.0,0.0,0.0,26.0
894880d81d3ffff,13.0,1.0,15.0,0.0,4.0,0.0
894880d81d7ffff,13.0,0.0,7.0,0.0,0.0,0.0
894880d81dbffff,15.0,0.0,5.0,0.0,0.0,0.0
894880d8383ffff,1.0,0.0,3.0,1.0,0.0,0.0
894880d8387ffff,6.0,0.0,0.0,0.0,0.0,0.0
894880d838bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d838fffff,0.0,0.0,1.0,0.0,0.0,0.0
894880d8393ffff,3.0,0.0,2.0,0.0,1.0,0.0
894880d8397ffff,6.0,0.0,1.0,0.0,0.0,1.0
894880d839bffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d83b3ffff,2.0,0.0,1.0,1.0,0.0,0.0
894880d83b7ffff,11.0,0.0,4.0,0.0,1.0,1.0
894880d8407ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8417ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8423ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d8427ffff,6.0,0.0,1.0,0.0,1.0,0.0
894880d842bffff,6.0,0.0,0.0,0.0,0.0,0.0
894880d842fffff,9.0,0.0,0.0,0.0,0.0,0.0
894880d8433ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d8437ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d8467ffff,2.0,0.0,1.0,0.0,0.0,0.0
894880d846fffff,5.0,0.0,0.0,0.0,0.0,1.0
894880d8477ffff,2.0,0.0,1.0,0.0,0.0,0.0
894880d8483ffff,8.0,0.0,0.0,0.0,0.0,1.0
894880d8487ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d8497ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880d84a7ffff,6.0,0.0,0.0,0.0,0.0,0.0
894880d84afffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d84b3ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880d84b7ffff,1.0,1.0,0.0,0.0,0.0,0.0
894880d8503ffff,20.0,0.0,0.0,0.0,0.0,0.0
894880d8507ffff,14.0,0.0,0.0,0.0,0.0,0.0
894880d850bffff,10.0,0.0,1.0,1.0,0.0,1.0
894880d850fffff,5.0,0.0,2.0,0.0,0.0,1.0
894880d8513ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d8517ffff,17.0,0.0,4.0,1.0,0.0,0.0
894880d851bffff,7.0,0.0,1.0,0.0,0.0,1.0
894880d8523ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d8527ffff,1.0,0.0,1.0,1.0,0.0,0.0
894880d852bffff,13.0,0.0,0.0,0.0,0.0,0.0
894880d852fffff,9.0,0.0,3.0,0.0,0.0,0.0
894880d8533ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880d8537ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d853bffff,15.0,0.0,1.0,1.0,0.0,0.0
894880d8543ffff,5.0,0.0,0.0,0.0,0.0,1.0
894880d8547ffff,20.0,0.0,4.0,0.0,1.0,1.0
894880d854bffff,11.0,0.0,2.0,0.0,0.0,0.0
894880d854fffff,29.0,0.0,2.0,0.0,0.0,0.0
894880d8553ffff,0.0,0.0,2.0,0.0,0.0,0.0
