,axa,axa_moto,atus_ksi,atus_vru,atus_moto,fis_hom
89456da001bffff,2.0,0.0,0.0,0.0,0.0,0.0
89456da019bffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da04b3ffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da04b7ffff,2.0,0.0,0.0,0.0,0.0,0.0
89456da04bbffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0503ffff,6.0,2.0,1.0,0.0,0.0,0.0
89456da0507ffff,10.0,0.0,4.0,0.0,2.0,0.0
89456da050fffff,4.0,0.0,1.0,0.0,1.0,0.0
89456da0513ffff,5.0,0.0,2.0,0.0,2.0,0.0
89456da0517ffff,8.0,0.0,1.0,0.0,1.0,0.0
89456da051bffff,5.0,0.0,2.0,2.0,0.0,0.0
89456da0523ffff,7.0,0.0,2.0,0.0,0.0,0.0
89456da0527ffff,5.0,0.0,1.0,1.0,0.0,0.0
89456da052bffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0533ffff,19.0,0.0,4.0,2.0,0.0,0.0
89456da0537ffff,16.0,0.0,19.0,4.0,4.0,0.0
89456da053bffff,7.0,0.0,2.0,0.0,2.0,0.0
89456da0567ffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0577ffff,1.0,0.0,0.0,0.0,0.0,1.0
89456da057bffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0583ffff,41.0,2.0,21.0,2.0,14.0,0.0
89456da0587ffff,18.0,0.0,1.0,1.0,0.0,0.0
89456da058bffff,17.0,0.0,8.0,1.0,3.0,0.0
89456da058fffff,9.0,0.0,17.0,1.0,2.0,0.0
89456da0593ffff,22.0,0.0,15.0,5.0,3.0,0.0
89456da0597ffff,14.0,0.0,5.0,0.0,5.0,0.0
89456da059bffff,12.0,0.0,2.0,0.0,2.0,0.0
89456da05a3ffff,17.0,0.0,6.0,0.0,4.0,1.0
89456da05a7ffff,8.0,0.0,2.0,0.0,1.0,0.0
89456da05abffff,8.0,0.0,5.0,2.0,3.0,0.0
89456da05afffff,53.0,1.0,15.0,1.0,6.0,0.0
89456da05b3ffff,11.0,0.0,1.0,0.0,1.0,0.0
89456da05b7ffff,7.0,0.0,3.0,0.0,2.0,1.0
89456da05bbffff,12.0,0.0,6.0,2.0,2.0,0.0
89456da05c7ffff,10.0,0.0,14.0,1.0,3.0,0.0
89456da05d7ffff,3.0,0.0,0.0,0.0,0.0,0.0
89456da05dbffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0c83ffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0c87ffff,11.0,0.0,0.0,0.0,0.0,0.0
89456da0c93ffff,11.0,0.0,0.0,0.0,0.0,0.0
89456da0c97ffff,2.0,0.0,0.0,0.0,0.0,0.0
89456da0ca3ffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da0cb3ffff,5.0,0.0,0.0,0.0,0.0,0.0
89456da0ed3ffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da2003ffff,131.0,2.0,14.0,3.0,4.0,1.0
89456da2007ffff,21.0,0.0,0.0,0.0,0.0,0.0
89456da200bffff,14.0,0.0,0.0,0.0,0.0,1.0
89456da200fffff,36.0,1.0,3.0,1.0,2.0,0.0
89456da2013ffff,44.0,0.0,0.0,0.0,0.0,0.0
89456da2017ffff,45.0,0.0,7.0,2.0,3.0,0.0
89456da201bffff,10.0,1.0,0.0,0.0,0.0,0.0
89456da2023ffff,4.0,0.0,0.0,0.0,0.0,0.0
89456da2027ffff,35.0,0.0,4.0,0.0,2.0,1.0
89456da202bffff,4.0,0.0,0.0,0.0,0.0,0.0
89456da202fffff,5.0,0.0,0.0,0.0,0.0,0.0
89456da2033ffff,49.0,0.0,3.0,0.0,1.0,0.0
89456da2037ffff,12.0,0.0,0.0,0.0,0.0,0.0
89456da203bffff,15.0,0.0,1.0,0.0,0.0,0.0
89456da2043ffff,19.0,0.0,0.0,0.0,0.0,0.0
89456da2047ffff,2.0,0.0,0.0,0.0,0.0,0.0
89456da204bffff,5.0,0.0,0.0,0.0,0.0,0.0
89456da204fffff,25.0,0.0,0.0,0.0,0.0,0.0
89456da2053ffff,15.0,0.0,0.0,0.0,0.0,0.0
89456da2057ffff,15.0,2.0,0.0,0.0,0.0,0.0
89456da205bffff,5.0,0.0,0.0,0.0,0.0,0.0
89456da2063ffff,16.0,0.0,0.0,0.0,0.0,0.0
89456da2067ffff,51.0,0.0,5.0,0.0,0.0,0.0
89456da206bffff,9.0,1.0,0.0,0.0,0.0,0.0
89456da206fffff,1.0,0.0,0.0,0.0,0.0,0.0
89456da2073ffff,7.0,1.0,0.0,0.0,0.0,0.0
89456da2077ffff,25.0,1.0,3.0,0.0,2.0,0.0
89456da207bffff,15.0,0.0,0.0,0.0,0.0,0.0
89456da2083ffff,39.0,1.0,9.0,2.0,2.0,0.0
89456da2087ffff,13.0,0.0,1.0,0.0,1.0,0.0
89456da208bffff,22.0,0.0,3.0,1.0,0.0,0.0
89456da208fffff,51.0,0.0,4.0,0.0,1.0,0.0
89456da2093ffff,45.0,0.0,14.0,1.0,1.0,3.0
89456da2097ffff,51.0,0.0,3.0,0.0,3.0,0.0
89456da209bffff,20.0,0.0,5.0,0.0,0.0,0.0
89456da20a3ffff,68.0,4.0,4.0,0.0,3.0,0.0
89456da20a7ffff,20.0,1.0,1.0,0.0,1.0,1.0
89456da20abffff,19.0,1.0,1.0,0.0,1.0,0.0
89456da20afffff,16.0,0.0,0.0,0.0,0.0,0.0
89456da20b3ffff,19.0,1.0,0.0,0.0,0.0,0.0
89456da20b7ffff,14.0,0.0,1.0,0.0,1.0,0.0
89456da20bbffff,4.0,0.0,0.0,0.0,0.0,0.0
89456da20c3ffff,14.0,0.0,0.0,0.0,0.0,0.0
89456da20c7ffff,11.0,0.0,0.0,0.0,0.0,0.0
89456da20cbffff,7.0,0.0,0.0,0.0,0.0,0.0
89456da20cfffff,4.0,0.0,0.0,0.0,0.0,0.0
89456da20d3ffff,32.0,3.0,0.0,0.0,0.0,0.0
89456da20d7ffff,21.0,0.0,6.0,2.0,2.0,0.0
89456da20dbffff,10.0,0.0,0.0,0.0,0.0,0.0
89456da2103ffff,10.0,0.0,1.0,0.0,0.0,1.0
89456da2107ffff,11.0,0.0,0.0,0.0,0.0,0.0
89456da210bffff,2.0,0.0,0.0,0.0,0.0,0.0
89456da210fffff,8.0,0.0,0.0,0.0,0.0,0.0
89456da2113ffff,16.0,0.0,3.0,0.0,2.0,0.0
89456da2117ffff,24.0,0.0,5.0,3.0,2.0,0.0
89456da211bffff,36.0,0.0,0.0,0.0,0.0,0.0
89456da2123ffff,51.0,2.0,13.0,1.0,6.0,0.0
89456da2127ffff,13.0,0.0,1.0,0.0,1.0,0.0
89456da212bffff,34.0,2.0,5.0,3.0,1.0,1.0
89456da212fffff,9.0,0.0,0.0,0.0,0.0,0.0
89456da2133ffff,17.0,0.0,2.0,2.0,0.0,0.0
89456da2137ffff,39.0,0.0,6.0,1.0,5.0,1.0
89456da213bffff,13.0,0.0,1.0,0.0,1.0,0.0
89456da2143ffff,18.0,2.0,1.0,1.0,0.0,0.0
89456da2147ffff,44.0,0.0,10.0,1.0,5.0,0.0
89456da214bffff,22.0,1.0,1.0,0.0,0.0,0.0
89456da214fffff,18.0,0.0,0.0,0.0,0.0,0.0
89456da2153ffff,3.0,0.0,0.0,0.0,0.0,0.0
89456da2157ffff,92.0,3.0,11.0,4.0,1.0,1.0
89456da215bffff,3.0,0.0,2.0,0.0,0.0,0.0
89456da2163ffff,72.0,0.0,2.0,0.0,1.0,0.0
89456da2167ffff,7.0,0.0,1.0,0.0,0.0,0.0
