UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
UNIDAD REYNOSA 1A.,11/05/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.05095154007885,-98.28223228454591,26.05095154007885,-98.28223228454593,True
UNIDAD MATAMOROS 2A.,11/05/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.836246144118245,-97.50900720585666,25.836246144118245,-97.50900720585666,True
UNIDAD REYNOSA 1A.,11/05/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.057880741284674,-98.37410484590339,26.057880741284677,-98.3741048459034,True
UNIDAD REYNOSA 1A.,11/05/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.09651211746855,-98.28846360431612,26.09651211746855,-98.28846360431612,True
UNIDAD TAMPICO 1A.,11/05/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.222718970154112,-97.86901797447688,22.222718970154112,-97.86901797447688,True
UNIDAD TAMPICO 1A.,11/05/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.268273801626982,-97.86439215368314,22.268273801626982,-97.86439215368314,True
ATENCION INMEDIATA DE CIUDAD MADERO,11/05/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24792736586101,-97.83580780524392,22.24792736586101,-97.83580780524392,True
UNIDAD 1 ADOLESCENTES REYNOSA,11/05/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,26.05141408432798,-98.37859270386197,26.05141408432798,-98.37859270386195,True
UNIDAD TAMPICO 1A.,11/05/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.308570361017782,-97.88211909135634,22.308570361017782,-97.88211909135634,True
UNIDAD CIUDAD MADERO 2A.,11/05/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247081366951292,-97.85585545848474,22.24708136695129,-97.85585545848474,True
UNIDAD REYNOSA 2A.,11/05/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,25.5607349,-98.2521669,25.5607349,-98.2521669,True
UNIDAD REYNOSA 2A.,11/05/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.050967,-98.34901,26.050967,-98.34901,True
UNIDAD CIUDAD MADERO 2A.,11/05/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.261552953135823,-97.82099412402304,22.261552953135823,-97.82099412402304,True
UNIDAD CIUDAD MADERO 2A.,11/05/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.291623170806808,-97.83797702730116,22.291623170806808,-97.83797702730116,True
UNIDAD REYNOSA 2A.,11/05/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.0179607,-98.2776880,26.0179607,-98.277688,True
ATENCION INMEDIATA EN MATAMOROS,11/05/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.83365556713101,-97.45825767517091,25.83365556713101,-97.45825767517093,True
UNIDAD REYNOSA 1A.,11/05/2026,2026.0,HOMICIDIO,CULPOSO,REYNOSA,25.972278883148267,98.290510732125,25.972278883148267,-98.290510732125,True
UNIDAD MATAMOROS 1A.,11/05/2026,2026.0,HOMICIDIO,CULPOSO,MATAMOROS,25.849201161182233,-97.45975763402696,25.849201161182236,-97.45975763402696,True
UNIDAD MATAMOROS 2A.,11/05/2026,2026.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868300284718714,-97.49288499355316,25.868300284718718,-97.49288499355316,True
UNIDAD VICTORIA 2A,11/06/2015,2015.0,HOMICIDIO,CULPOSO,VICTORIA,23.756313957590283,-99.11487311124802,23.756313957590283,-99.11487311124802,True
UNIDAD REYNOSA 3A.,11/06/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0390698779477,-98.2822108268738,26.0390698779477,-98.2822108268738,True
UNIDAD TAMPICO 2A.,11/06/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.2834070102855,-97.8736205399036,22.2834070102855,-97.8736205399036,True
UNIDAD MATAMOROS 1A.,11/06/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.8456907347023,-97.4910235404968,25.8456907347023,-97.4910235404968,True
UNIDAD VICTORIA 3A,11/06/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.7733080953265,-99.1375013345934,23.7733080953265,-99.1375013345934,True
UNIDAD VICTORIA 3A,11/06/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.7514480137066,-99.122958631923,23.7514480137066,-99.122958631923,True
UNIDAD REYNOSA 2A.,11/06/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.043346258296,-98.3002352714539,26.043346258296,-98.3002352714539,True
UNIDAD MATAMOROS 1A.,11/06/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.846379502188366,-97.45597600947805,25.84637950218837,-97.45597600947804,True
UNIDAD REYNOSA 2A.,11/06/2019,2019.0,LESIONES,CULPOSO,REYNOSA,26.03582747849735,-98.28652739609174,26.03582747849735,-98.28652739609174,True
UNIDAD CIUDAD MADERO 1A.,11/06/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.278001093832238,-97.82972216606142,22.27800109383224,-97.82972216606142,True
UNIDAD MATAMOROS 2A.,11/06/2021,2021.0,LESIONES,CULPOSO,MATAMOROS,25.836446032718353,-97.54140192231955,25.836446032718356,-97.54140192231957,True
UNIDAD CIUDAD MADERO 1A.,11/06/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.252084789368965,-97.85400688648225,22.252084789368965,-97.85400688648224,True
UNIDAD TAMPICO 3A.,11/06/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.2707829,97.94683,22.2707829,-97.94683,True
UNIDAD REYNOSA 1A.,11/06/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.037837047234017,-98.22367786840798,26.037837047234017,-98.22367786840798,True
UNIDAD NUEVO LAREDO 3,11/06/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.485451833106755,-99.50436992745574,27.485451833106755,-99.50436992745574,True
UNIDAD NUEVO LAREDO 3,11/06/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.48830772502662,-99.49691489068938,27.48830772502662,-99.49691489068938,True
UNIDAD TAMPICO 3A.,11/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.2535802,97.8615905,22.2535802,-97.8615905,True
UNIDAD CIUDAD MADERO 2A.,11/06/2022,2022.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.274713130309628,-97.84557124634058,22.274713130309628,-97.84557124634058,True
ATENCION INMEDIATA EN TAMPICO,11/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.310523913730798,-97.86865064825169,22.3105239137308,-97.86865064825167,True
UNIDAD TAMPICO 1A.,11/06/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.284280912984116,-97.86537922581181,22.28428091298412,-97.8653792258118,True
UNIDAD TAMPICO 1A.,11/06/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.31479419775544,-97.8586271044924,22.31479419775544,-97.8586271044924,True
UNIDAD REYNOSA 2A.,11/06/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.034414,-98.35925,26.034414,-98.35925,True
UNIDAD REYNOSA 2A.,11/06/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.031414,-98.36026,26.031414,-98.36026,True
UNIDAD TAMPICO 1A.,11/06/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.29201557788913,-97.85301681249865,22.29201557788913,-97.85301681249864,True
UGI VICTORIA 2A,11/06/2025,2025.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UGI VICTORIA 2A,11/06/2025,2025.0,LESIONES,CULPOSO,VICTORIA,23.729591,-99.143378,23.729591,-99.143378,True
ATENCION VICTORIA,11/06/2026,2026.0,LESIONES,CULPOSO,VICTORIA,23.744444019523595,-99.11288130854881,23.744444019523595,-99.1128813085488,True
UNIDAD MATAMOROS 3,11/06/2026,2026.0,HOMICIDIO,CULPOSO,MATAMOROS,25.87162657510689,-97.50376939773561,25.87162657510689,-97.5037693977356,True
UNIDAD TAMPICO 2A.,11/06/2026,2026.0,HOMICIDIO,CULPOSO,TAMPICO,22.253281948718964,-97.85855054855348,22.253281948718964,-97.85855054855348,True
NNA REYNOSA,11/06/2026,2026.0,LESIONES,CULPOSO,REYNOSA,26.02365120208781,-98.29150199890138,26.02365120208781,-98.29150199890138,True
UNIDAD REYNOSA 2A.,11/06/2026,2026.0,HOMICIDIO,CULPOSO,REYNOSA,26.012973,-98.198192,26.012973,-98.198192,True
UNIDAD TAMPICO 1A.,11/07/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.2143822248681,-97.859009206295,22.2143822248681,-97.859009206295,True
UNIDAD MATAMOROS 2A.,11/07/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8765171922396,-97.4938002973795,25.8765171922396,-97.4938002973795,True
UNIDAD REYNOSA 1A.,11/07/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0428691043982,-98.2995700836182,26.0428691043982,-98.2995700836182,True
UNIDAD TAMPICO 3A.,11/07/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.217711307076637,-97.86438767806345,22.21771130707664,-97.86438767806344,True
UNIDAD MATAMOROS 2A.,11/07/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868590720892403,-97.49594126701864,25.868590720892403,-97.49594126701864,True
UNIDAD TAMPICO 3A.,11/07/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.214768168584172,-97.85582839537565,22.21476816858417,-97.85582839537564,True
UNIDAD MATAMOROS 2A.,11/07/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.870234360769455,-97.54934426032555,25.87023436076945,-97.54934426032555,True
UNIDAD MATAMOROS 2A.,11/07/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.847842113693723,-97.50260531902315,25.847842113693723,-97.50260531902316,True
UNIDAD VICTORIA 3A,11/07/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.714560799411306,-99.00632472649559,23.714560799411306,-99.0063247264956,True
UNIDAD CIUDAD MADERO 2A.,11/07/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.269606885700483,-97.85367377463415,22.269606885700483,-97.85367377463416,True
UNIDAD REYNOSA 2A.,11/07/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0693004,-98.32129,26.0693004,-98.32129,True
UNIDAD CIUDAD MADERO 2A.,11/07/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.280997208964298,-97.8092494116856,22.280997208964298,-97.8092494116856,True
UNIDAD TAMPICO 2A.,11/07/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.218948426612574,-97.85684739465552,22.21894842661257,-97.85684739465552,True
UNIDAD MATAMOROS 3,11/07/2023,2023.0,LESIONES,CULPOSO,MATAMOROS,25.87310053889096,-97.46874116894064,25.87310053889096,-97.46874116894064,True
UNIDAD MATAMOROS 3,11/07/2024,2024.0,LESIONES,CULPOSO,MATAMOROS,25.512018,97.736314,25.512018,-97.736314,True
UNIDAD NUEVO LAREDO 2A.,11/07/2025,2025.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.468910475914985,-99.51184586255845,27.468910475914985,-99.51184586255845,True
UNIDAD CIUDAD MADERO 1A.,11/07/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.251859506294192,-97.8356981277466,22.251859506294192,-97.8356981277466,True
UNIDAD REYNOSA 3A.,11/08/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0085869647592,-98.2750064134598,26.0085869647592,-98.2750064134598,True
UNIDAD MATAMOROS 1A.,11/08/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.867126437234,-97.5638991594315,25.867126437234,-97.5638991594315,True
UNIDAD MATAMOROS 1A.,11/08/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8689771046131,-97.4973723292351,25.8689771046131,-97.4973723292351,True
UNIDAD REYNOSA 1A.,11/08/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.05505941598,-98.2964050769806,26.05505941598,-98.2964050769806,True
UNIDAD VICTORIA 5A.,11/08/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.784448950561,-99.1352605819702,23.784448950561,-99.1352605819702,True
UNIDAD CIUDAD MADERO 2A.,11/08/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.252814621433334,-97.853689575786,22.25281462143333,-97.853689575786,True
ATENCION INMEDIATA DE CIUDAD MADERO,11/08/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246636521766533,-97.83752450207948,22.246636521766533,-97.83752450207948,True
ATENCION INMEDIATA EN NUEVO LAREDO,11/08/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.45821354387002,-99.52441900937848,27.45821354387002,-99.52441900937848,True
UNIDAD VICTORIA 4A.,11/08/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.73166137788762,-99.14832076989236,23.73166137788762,-99.14832076989236,True
UNIDAD MATAMOROS 3,11/08/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.86527540175544,-97.4875881645405,25.86527540175544,-97.4875881645405,True
UNIDAD VICTORIA 3A,11/08/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.747798881358058,-99.1377764940262,23.747798881358055,-99.1377764940262,True
UNIDAD MATAMOROS 3,11/08/2021,2021.0,LESIONES,CULPOSO,MATAMOROS,25.87363449176183,-97.48535871505739,25.87363449176183,-97.4853587150574,True
UNIDAD VICTORIA 3A,11/08/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.747759599780952,-99.13765847682953,23.747759599780952,-99.13765847682951,True
UNIDAD REYNOSA 1A.,11/08/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.08016,-98.30498,26.08016,-98.30498,True
UNIDAD CIUDAD MADERO 2A.,11/08/2022,2022.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.320691268412247,-97.84508287338508,22.320691268412247,-97.84508287338508,True
UNIDAD MATAMOROS 3,11/08/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.827380403228656,-97.52840816974641,25.827380403228656,-97.5284081697464,True
UNIDAD CIUDAD MADERO 2A.,11/08/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.264056847781706,-97.85573425229262,22.264056847781703,-97.85573425229262,True
UNIDAD TAMPICO 2A.,11/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.21049210394856,-97.84504576481578,22.21049210394856,-97.84504576481578,True
UNIDAD TAMPICO 2A.,11/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.212010398317098,-97.85040534207,22.212010398317094,-97.85040534207,True
UGI VICTORIA 3A,11/08/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.754209,-99.151093,23.754209,-99.151093,True
UGI VICTORIA 4A.,11/08/2023,2023.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD REYNOSA 1A.,11/08/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.079393029662157,98.31843382159103,26.07939302966216,-98.31843382159104,True
UNIDAD CIUDAD MADERO 2A.,11/08/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.26732272549447,-97.84485506395718,22.26732272549447,-97.84485506395718,True
UNIDAD NUEVO LAREDO 3,11/08/2025,2025.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.465233686145947,-99.58369633354778,27.465233686145947,-99.58369633354778,True
UNIDAD REYNOSA 3A.,11/09/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.0702911554811,-98.3222562074661,26.0702911554811,-98.3222562074661,True
UNIDAD REYNOSA 3A.,11/09/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0488520641123,-98.2997524738312,26.0488520641123,-98.2997524738312,True
UNIDAD REYNOSA 3A.,11/09/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.0432727574433,-98.2980895042419,26.0432727574433,-98.2980895042419,True
UNIDAD MATAMOROS 1A.,11/09/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8691074300847,-97.4966642260551,25.8691074300847,-97.4966642260551,True
UNIDAD MATAMOROS 1A.,11/09/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.9382406435576,-97.6190936565399,25.9382406435576,-97.6190936565399,True
UNIDAD CIUDAD MADERO 2A.,11/09/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25258381064058,-97.84790491731528,22.25258381064058,-97.84790491731528,True
UNIDAD MATAMOROS 3,11/09/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.850362164532562,-97.50579178333284,25.85036216453256,-97.50579178333284,True
UNIDAD TAMPICO 4,11/09/2018,2018.0,LESIONES,CULPOSO,TAMPICO,22.252476370345818,-97.85874839579273,22.252476370345818,-97.85874839579272,True
UNIDAD VICTORIA 2A,11/09/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.7202230040266,-99.0939449280215,23.7202230040266,-99.0939449280215,True
UNIDAD REYNOSA 2A.,11/09/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553949554288,-98.2969951629639,26.0553949554288,-98.2969951629639,True
UNIDAD TAMPICO 4,11/09/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.21757,-97.85642,22.21757,-97.85642,True
UNIDAD VICTORIA 5A.,11/09/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.74737660378325,-99.12552416324617,23.74737660378325,-99.12552416324615,True
UNIDAD MATAMOROS 3,11/09/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,26.018252077740943,-97.70613670349123,26.018252077740943,-97.70613670349124,True
UNIDAD VICTORIA 5A.,11/09/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.771806607176746,-99.15299266576768,23.771806607176742,-99.15299266576768,True
UNIDAD NUEVO LAREDO 3,11/09/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.43978632526466,99.56018620483326,27.43978632526466,-99.56018620483326,True
UNIDAD MATAMOROS 3,11/09/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.832680243688763,-97.39766120910646,25.832680243688763,-97.39766120910646,True
UNIDAD NUEVO LAREDO 1A.,11/09/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.466781503173028,-99.4868016242981,27.466781503173028,-99.4868016242981,True
UNIDAD NUEVO LAREDO 1A.,11/09/2022,2022.0,LESIONES,CULPOSO,NUEVO LAREDO,27.43196927716498,-99.49747681617738,27.43196927716498,-99.49747681617738,True
UGI VICTORIA 4A.,11/09/2022,2022.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UGI VICTORIA 4A.,11/09/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UGI VICTORIA 3A,11/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.719980,-99.150137,23.71998,-99.150137,True
UGI VICTORIA 4A.,11/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.745773,-99.140755,23.745773,-99.140755,True
UNIDAD TAMPICO 3A.,11/09/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.225371067022742,-97.87507110387182,22.225371067022746,-97.87507110387182,True
UNIDAD TAMPICO 3A.,11/09/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.3067632,-97.8714699,22.3067632,-97.8714699,True
UNIDAD CIUDAD MADERO 2A.,11/09/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.254117972409045,-97.82321789979328,22.254117972409045,-97.82321789979328,True
UNIDAD CIUDAD MADERO 2A.,11/09/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.250913657292884,-97.83359392856582,22.250913657292884,-97.83359392856582,True
UNIDAD CIUDAD MADERO 2A.,11/09/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247174003373868,-97.85581257940679,22.247174003373868,-97.8558125794068,True
UNIDAD TAMPICO 3A.,11/09/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.2535802,-97.8615905,22.2535802,-97.8615905,True
UNIDAD TAMPICO 3A.,11/09/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.214141504578325,-97.8600502019981,22.214141504578325,-97.8600502019981,True
UNIDAD REYNOSA 2A.,11/09/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.054861,-68.370177,26.054861,-68.370177,False
UNIDAD REYNOSA 2A.,11/09/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.0878715,-98.2820335,26.0878715,-98.2820335,True
UNIDAD REYNOSA 2A.,11/09/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.055487818410736,-98.29675810225744,26.055487818410736,-98.29675810225744,True
UGI VICTORIA 1A.,11/09/2025,2025.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD VICTORIA 1A.,11/10/2014,,HOMICIDIO,CULPOSO,VICTORIA,23.35965108121871,-98.8051986694336,23.35965108121871,-98.8051986694336,True
ATENCION INMEDIATA VICTORIA,11/10/2016,2016.0,LESIONES,CULPOSO,VICTORIA,23.7342138348911,-99.1766137830564,23.7342138348911,-99.1766137830564,True
UNIDAD MATAMOROS 3,11/10/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.871717680237484,-97.50417172908784,25.871717680237484,-97.50417172908784,True
UNIDAD VICTORIA 4A.,11/10/2017,2017.0,HOMICIDIO,CULPOSO,VICTORIA,23.898800905712196,-99.11775112152101,23.8988009057122,-99.117751121521,True
UNIDAD REYNOSA 2A.,11/10/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,25.937187940592217,-98.26854417479834,25.937187940592217,-98.26854417479834,True
UNIDAD MATAMOROS 3,11/10/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.870649151405335,-97.50324147166775,25.87064915140533,-97.50324147166776,True
UNIDAD VICTORIA 5A.,11/10/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.764040217601774,-99.14469709093119,23.76404021760177,-99.1446970909312,True
UNIDAD VICTORIA 5A.,11/10/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.721282963978854,-99.19071793556215,23.72128296397885,-99.19071793556216,True
UNIDAD MATAMOROS 3,11/10/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.878148559579945,-97.50622630119325,25.878148559579945,-97.50622630119324,True
UNIDAD CIUDAD MADERO 2A.,11/10/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246982424878343,-97.85587893582615,22.246982424878343,-97.85587893582615,True
UNIDAD NUEVO LAREDO 2A.,11/10/2024,2024.0,LESIONES,CULPOSO,NUEVO LAREDO,27.278135193808282,-99.61035490036012,27.27813519380828,-99.61035490036012,True
UNIDAD TAMPICO 3A.,11/10/2024,2024.0,HOMICIDIO,CULPOSO,TAMPICO,22.21318689881313,-97.85649306047905,22.21318689881313,-97.85649306047904,True
UNIDAD CIUDAD MADERO 2A.,11/10/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.273838207357063,-97.79307010375359,22.273838207357063,-97.7930701037536,True
UNIDAD REYNOSA 2A.,11/10/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.053621,-98.424387,26.053621,-98.424387,True
UNIDAD VICTORIA 1A.,11/11/2013,,HOMICIDIO,CULPOSO,VICTORIA,23.721296930190718,-99.18712109327316,23.72129693019072,-99.18712109327316,True
UNIDAD REYNOSA 2A.,11/11/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.0462052249721,-98.3285111188889,26.0462052249721,-98.3285111188889,True
UNIDAD MATAMOROS 3,11/11/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8785425217619,-97.5085008144379,25.8785425217619,-97.5085008144379,True
UNIDAD MATAMOROS 3,11/11/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8452100636131,-97.4938935041428,25.8452100636131,-97.4938935041428,True
UNIDAD MATAMOROS 3,11/11/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.87994400291405,-97.49927401542665,25.87994400291405,-97.49927401542664,True
UNIDAD REYNOSA 2A.,11/11/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0865241001521,-98.2860549211824,26.0865241001521,-98.2860549211824,True
UNIDAD REYNOSA 2A.,11/11/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.026431377951,-98.2400041941256,26.026431377951,-98.2400041941256,True
UNIDAD VICTORIA 4A.,11/11/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.73152161674952,-99.12530938036485,23.73152161674952,-99.12530938036484,True
UNIDAD TAMPICO 1A.,11/11/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.22957134849335,-97.89576327971564,22.22957134849335,-97.89576327971564,True
UNIDAD NUEVO LAREDO 3,11/11/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.412091940882956,-99.53963825947625,27.41209194088296,-99.53963825947623,True
UNIDAD MATAMOROS 3,11/11/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.865684076157137,-97.50238001346588,25.865684076157137,-97.50238001346588,True
UNIDAD TAMPICO 1A.,11/11/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.310839013204554,-97.87283062934877,22.310839013204557,-97.87283062934875,True
UNIDAD REYNOSA 2A.,11/11/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.022069,-98.454846,26.022069,-98.454846,True
UNIDAD TAMPICO 3A.,11/11/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.27079443150174,-97.85524262336074,22.27079443150174,-97.85524262336074,True
UNIDAD CIUDAD MADERO 2A.,11/11/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24369874585718,-97.84008090279335,22.24369874585718,-97.84008090279336,True
UNIDAD CIUDAD MADERO 2A.,11/11/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.269527497177236,-97.84740357903621,22.26952749717724,-97.8474035790362,True
UNIDAD NUEVO LAREDO 2A.,11/12/2015,2015.0,LESIONES,CULPOSO,NUEVO LAREDO,27.5122641445828,-99.5591515302658,27.5122641445828,-99.5591515302658,True
UNIDAD CIUDAD MADERO 2A.,11/12/2016,2016.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2518367,97.8534767,22.2518367,-97.8534767,True
UNIDAD CIUDAD MADERO 2A.,11/12/2016,2016.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2751643758156,-97.8430084884167,22.2751643758156,-97.8430084884167,True
UNIDAD 1 ADOLESCENTES LAREDO,11/12/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.47809040787288,-99.52973982918633,27.47809040787288,-99.52973982918633,True
UNIDAD CIUDAD MADERO 2A.,11/12/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.274736107625237,-97.79489450173585,22.27473610762524,-97.79489450173584,True
UNIDAD REYNOSA 3A.,11/12/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,25.9712634299278,-98.5844421386719,25.9712634299278,-98.5844421386719,True
UNIDAD MATAMOROS 3,11/12/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.872055552956,-97.5035655498505,25.872055552956,-97.5035655498505,True
UNIDAD VICTORIA 5A.,11/12/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.748882802701807,-99.13727983571277,23.748882802701807,-99.13727983571276,True
UNIDAD NUEVO LAREDO 3,11/12/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.496937124036613,-99.50489783984236,27.496937124036613,-99.50489783984236,True
