UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok,urbano,en_rect,ciudad_std
UNIDAD TAMPICO 4,01/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.314691,-97.85723,22.314691,-97.85723,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/01/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.21632455986576,-97.86466143518454,22.21632455986576,-97.86466143518454,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/02/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.22330,-97.89456,22.2233,-97.89456,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/02/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.307504877100257,-97.88141751124661,22.307504877100257,-97.8814175112466,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.312568237363767,-97.87615925073625,22.312568237363767,-97.87615925073624,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/03/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.30745,-97.88144,22.30745,-97.88144,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/03/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.25394,-97.87621,22.25394,-97.87621,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/03/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.2443622809142,-97.8693759493763,22.2443622809142,-97.8693759493763,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/03/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.2263022,97.8952929,22.2263022,-97.8952929,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/03/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.2511936,97.8618289,22.2511936,-97.8618289,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/04/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.21896446232229,-97.86133296839665,22.21896446232229,-97.86133296839664,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/05/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.23147494654113,-97.85948866103809,22.23147494654113,-97.85948866103809,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/05/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.26789400626879,-97.842968778177,22.26789400626879,-97.842968778177,True,False,True,TAMPICO
UNIDAD TAMPICO 1A.,01/05/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.26803945069276,-97.84295846904013,22.26803945069276,-97.84295846904013,True,False,True,TAMPICO
UNIDAD TAMPICO 1A.,01/05/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.221000525265605,-97.86334231617697,22.221000525265605,-97.86334231617695,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/05/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.278559697041487,-97.88533064601175,22.278559697041487,-97.88533064601177,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/06/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.29711950891345,-97.88985387050008,22.29711950891345,-97.88985387050008,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/06/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.267980751676024,-97.84294289561655,22.267980751676024,-97.84294289561656,True,False,True,TAMPICO
UNIDAD TAMPICO 2A.,01/06/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.30778500241653,-97.87847827977949,22.30778500241653,-97.87847827977949,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/06/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.308503449956273,-97.86538177049188,22.30850344995628,-97.86538177049188,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,01/06/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.222182728779686,-97.86038156132157,22.22218272877969,-97.86038156132156,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,01/08/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.21445046226181,-97.85519836565973,22.21445046226181,-97.85519836565972,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,01/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.252211767002915,-97.85831585526468,22.252211767002915,-97.85831585526468,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,01/09/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.248414731778105,-97.8700911567024,22.248414731778105,-97.8700911567024,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,01/09/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.252534569076353,-97.85875439643861,22.25253456907636,-97.8587543964386,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,01/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.27517,-97.87230,22.27517,-97.8723,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,01/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.32030,-97.88248,22.3203,-97.88248,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/10/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.213580745314786,-97.85119095195199,22.213580745314783,-97.851190951952,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.2816756412926,-97.88375115069688,22.2816756412926,-97.88375115069688,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.282311014243252,-97.88976198477377,22.28231101424325,-97.88976198477376,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.26722012682322,-97.85713174264204,22.26722012682322,-97.85713174264204,True,True,True,TAMPICO
UNIDAD TAMPICO 4,01/11/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.25403,-97.87628,22.25403,-97.87628,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,01/12/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.213106610390003,-97.85567923043935,22.213106610390003,-97.85567923043936,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,01/12/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.25249,97.83324,22.25249,-97.83324,True,False,True,TAMPICO
UNIDAD TAMPICO 4,01/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.24637,-97.85886,22.24637,-97.85886,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,01/12/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.290591074474108,-97.87610446625449,22.290591074474108,-97.87610446625447,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.219187,-97.85346,22.219187,-97.85346,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.215937,97.85502,22.215937,-97.85502,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/01/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.236121692335722,-97.8536671639275,22.23612169233572,-97.8536671639275,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,02/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.270872618396037,-97.8738820552826,22.27087261839604,-97.8738820552826,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,02/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.29901423094782,-97.90258984051563,22.29901423094782,-97.90258984051565,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/03/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.26817,-97.84298,22.26817,-97.84298,True,False,True,TAMPICO
UNIDAD TAMPICO 1A.,02/03/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.221210953369376,-97.8510034022908,22.221210953369376,-97.8510034022908,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,02/04/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.2637673610943,-97.86009550094606,22.2637673610943,-97.86009550094606,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,02/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.214269122384604,-97.85667295582627,22.214269122384604,-97.85667295582628,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,02/07/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.311995953697437,-97.87108414608292,22.31199595369744,-97.87108414608292,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/07/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.252711418442523,-97.85880979703106,22.252711418442523,-97.85880979703106,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/08/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.2514001,97.8648012,22.2514001,-97.8648012,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/08/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.256430553356665,-97.91947103832456,22.256430553356665,-97.91947103832456,True,False,True,TAMPICO
UNIDAD TAMPICO 1A.,02/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.252450040917285,-97.85876958402004,22.252450040917285,-97.85876958402004,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/09/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.2511936,97.8644038,22.2511936,-97.8644038,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.2245717,97.8690917,22.2245717,-97.8690917,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.257366513666508,-97.83653316392743,22.257366513666508,-97.83653316392744,True,False,True,TAMPICO
UNIDAD TAMPICO 3A.,02/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.2351758756297,-97.87001124927362,22.2351758756297,-97.87001124927362,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,02/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.21423856613135,-97.85382549724675,22.21423856613135,-97.85382549724676,True,True,True,TAMPICO
UNIDAD CIUDAD MADERO 1A.,02/10/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.25259120950322,-97.8587704896927,22.25259120950322,-97.8587704896927,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,02/10/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.2849038,97.8877077,22.2849038,-97.8877077,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/11/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.30878,-97.88103,22.30878,-97.88103,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,02/11/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.24356,-97.85532,22.24356,-97.85532,True,True,True,TAMPICO
UNIDAD TAMPICO 4,02/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.315930,-97.89309,22.31593,-97.89309,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.217521043857264,-97.8562478388464,22.217521043857264,-97.8562478388464,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.252605654688324,-97.85879636966227,22.252605654688324,-97.85879636966229,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/03/2020,2020.0,HOMICIDIO,CULPOSO,TAMPICO,22.226631406088416,-97.86246389150621,22.226631406088416,-97.8624638915062,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/03/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.278300531113622,-97.88457601718373,22.278300531113626,-97.88457601718372,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/03/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.216340422664153,-97.85583837068559,22.21634042266416,-97.8558383706856,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,03/04/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.25242189749347,-97.8587916680453,22.25242189749347,-97.8587916680453,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/04/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.232015062129726,-97.86130557204987,22.23201506212973,-97.86130557204989,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/04/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.22396099043291,-97.86010920911941,22.22396099043291,-97.8601092091194,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/05/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.30564407790714,-97.8870677947998,22.30564407790714,-97.8870677947998,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/06/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.219217974507018,-97.86686774717003,22.219217974507018,-97.86686774717003,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/06/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.213487558322623,-97.85255226468547,22.213487558322623,-97.85255226468549,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/07/2019,2019.0,HOMICIDIO,CULPOSO,TAMPICO,22.21642126412653,-97.85684465129046,22.21642126412653,-97.85684465129046,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/07/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.218978070057208,-97.84946174632991,22.218978070057208,-97.84946174632992,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,03/08/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.31489331683483,-97.87910915369439,22.31489331683483,-97.8791091536944,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/08/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.215438427602265,-97.85593348954268,22.215438427602265,-97.85593348954268,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/08/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.213852249019016,-97.8536925913064,22.213852249019016,-97.8536925913064,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/08/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.24829376385875,-97.84700579575366,22.24829376385875,-97.84700579575366,True,False,True,TAMPICO
UNIDAD TAMPICO 3A.,03/09/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.2909094,97.8824818,22.2909094,-97.8824818,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.245752864664144,-97.86606255202767,22.245752864664144,-97.86606255202769,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.21590805236999,-97.85711397310885,22.21590805236999,-97.85711397310884,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.241141835604868,-97.85820510587006,22.241141835604868,-97.85820510587006,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,03/10/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.2422976,97.850001,22.2422976,-97.850001,True,True,True,TAMPICO
UNIDAD CIUDAD MADERO 1A.,03/11/2019,2019.0,HOMICIDIO,CULPOSO,TAMPICO,22.25314886544082,-97.85962153939647,22.25314886544082,-97.85962153939649,True,True,True,TAMPICO
UNIDAD TAMPICO 4,03/12/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.31775,97.88554,22.31775,-97.88554,True,True,True,TAMPICO
UNIDAD TAMPICO 4,03/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.31709153718983,-97.87839551538859,22.31709153718983,-97.8783955153886,True,True,True,TAMPICO
UNIDAD 1 ADOLESCENTES TAMPICO,03/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.313512353767823,-97.88469608957595,22.313512353767823,-97.88469608957595,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.296034,-97.85633,22.296034,-97.85633,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/01/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.23799,-97.85108,22.23799,-97.85108,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/01/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.234781,-97.86769,22.234781,-97.86769,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/01/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.30974818707306,-97.86461776263718,22.30974818707306,-97.86461776263718,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,04/01/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.251477206913748,-97.86337852478027,22.251477206913748,-97.86337852478027,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.214032569540013,-97.85706728696826,22.214032569540013,-97.85706728696826,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/02/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.30518738493667,-97.85255197463074,22.30518738493667,-97.85255197463074,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/02/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.219699865236247,-97.85170003523707,22.219699865236247,-97.85170003523707,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/02/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.314209375918754,-97.86860919004519,22.31420937591876,-97.8686091900452,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,04/02/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.271521745267215,-97.87058733633275,22.27152174526721,-97.87058733633276,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,04/02/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.218326646530702,-97.8518516271428,22.218326646530706,-97.8518516271428,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/03/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.277226708797603,-97.88851618766785,22.277226708797603,-97.88851618766785,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/03/2020,2020.0,HOMICIDIO,CULPOSO,TAMPICO,22.321922392986387,-97.87159110981167,22.321922392986387,-97.87159110981167,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,04/03/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.22204343250216,-97.85715818413128,22.22204343250216,-97.85715818413128,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/03/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.3171406,97.8890906,22.3171406,-97.8890906,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,04/04/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.214551800874762,-97.85632956489786,22.21455180087476,-97.85632956489786,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/04/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.317402417104866,-97.85950616016088,22.317402417104866,-97.85950616016088,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/04/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.252562351052127,-97.8587990515732,22.252562351052127,-97.8587990515732,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/05/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.31221012904607,-97.86092168903673,22.31221012904607,-97.86092168903672,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,04/07/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.249574426683647,-97.86673140225895,22.249574426683647,-97.86673140225896,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/07/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.219272,97.8744947,22.219272,-97.8744947,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,04/07/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.25218565855482,-97.85862524089855,22.25218565855482,-97.85862524089856,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/08/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.21533777092058,-97.8569757163254,22.21533777092058,-97.8569757163254,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.2511936,97.8644038,22.2511936,-97.8644038,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.230644150265476,-97.8446022409083,22.23064415026548,-97.8446022409083,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.246161826776678,-97.8418350100875,22.24616182677668,-97.8418350100875,True,False,True,TAMPICO
UNIDAD TAMPICO 1A.,04/09/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.221494549898473,-97.8790694025477,22.22149454989848,-97.8790694025477,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.242452241034933,-97.86490289241289,22.242452241034933,-97.86490289241289,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/10/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.2511936,97.8644038,22.2511936,-97.8644038,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,04/10/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.2472905,97.876233,22.2472905,-97.876233,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/11/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.29941,-97.89048,22.29941,-97.89048,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,04/11/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.213568136143483,-97.85708605972759,22.213568136143483,-97.8570860597276,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/12/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.312206,97.86115,22.312206,-97.86115,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.30675,-97.85345,22.30675,-97.85345,True,True,True,TAMPICO
UNIDAD TAMPICO 4,04/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.236887,-97.8630,22.236887,-97.863,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.221884017115975,-97.84579830831002,22.22188401711597,-97.84579830831002,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/02/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.22274430695363,-97.85680193955614,22.22274430695363,-97.85680193955614,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.224723083214293,-97.86027217498612,22.224723083214293,-97.86027217498612,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/03/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.3195667,97.8859202,22.3195667,-97.8859202,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/04/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.223565292655383,-97.84793972969057,22.223565292655383,-97.84793972969057,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,05/04/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.268506435720454,-97.8658008223239,22.26850643572045,-97.8658008223239,True,True,True,TAMPICO
UNIDAD TAMPICO 4,05/05/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.295353326035286,-97.8781549089334,22.295353326035286,-97.8781549089334,True,True,True,TAMPICO
UNIDAD TAMPICO 2A.,05/06/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.22845998826936,-97.86704974580847,22.22845998826936,-97.86704974580849,True,True,True,TAMPICO
UNIDAD TAMPICO 4,05/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.30373,-97.85419,22.30373,-97.85419,True,True,True,TAMPICO
UNIDAD TAMPICO 4,05/06/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.234996673235912,-97.86748555336746,22.234996673235912,-97.86748555336746,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/07/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.214053710463567,-97.85695214862567,22.214053710463567,-97.85695214862568,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/07/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.215187587577702,-97.85756839964598,22.215187587577702,-97.85756839964598,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/07/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.31528538017728,-97.85684139078401,22.31528538017728,-97.856841390784,True,True,True,TAMPICO
ATENCION INMEDIATA EN TAMPICO,05/08/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.23093,97.28393,22.23093,-97.28393,True,False,False,TAMPICO
ATENCION INMEDIATA EN TAMPICO,05/08/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.252757626904362,-97.8772379293694,22.25275762690436,-97.8772379293694,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/08/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.25164979723815,-97.85284300037814,22.25164979723815,-97.85284300037814,True,False,True,TAMPICO
UNIDAD TAMPICO 3A.,05/08/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.252941372050017,-97.87602013638707,22.252941372050017,-97.87602013638708,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/08/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.249405392762096,-97.85868020500263,22.249405392762096,-97.85868020500264,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.314983408485123,-97.85996098547908,22.314983408485123,-97.85996098547908,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.29545414816931,-97.88609415292741,22.29545414816931,-97.8860941529274,True,True,True,TAMPICO
UNIDAD TAMPICO 1A.,05/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.286656540411883,-97.88571730256082,22.286656540411883,-97.88571730256082,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.3044689,97.8927769,22.3044689,-97.8927769,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.2860176,97.8885485,22.2860176,-97.8885485,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.216064074428964,-97.85866971173743,22.216064074428964,-97.85866971173743,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.24518115502411,-97.86451740962707,22.24518115502411,-97.86451740962708,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.237949894131322,-97.86348731469333,22.23794989413132,-97.86348731469332,True,True,True,TAMPICO
UNIDAD TAMPICO 3A.,05/09/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.240300360089254,-97.86383067967125,22.24030036008925,-97.86383067967124,True,True,True,TAMPICO
